season,orchestra,programID,id
1850-51,New York Philharmonic,792,9f9f87a1-c71a-42ba-ae76-85b348ce60d4
1850-51,New York Philharmonic,1443,25180640-72fd-4781-b630-285daae1aa73
1850-51,New York Philharmonic,2806,e6ec1d38-ff03-4274-8b64-e40c7a6539c9
1850-51,New York Philharmonic,7161,b619ac44-4294-40d8-9ff9-f7a0258e0ecb
1851-52,New York Philharmonic,1666,0ad70f6e-81e5-42ea-a21e-67e09fc1bd6c
1851-52,New York Philharmonic,2377,c639d3d5-b22f-4b28-9c54-c57557f5a367
1851-52,New York Philharmonic,6717,3168906d-60c9-40ca-b02b-f3b72488b4e7
1851-52,New York Philharmonic,682,ea2e47d7-a14e-4534-8bf2-2293010a9ea2
1852-53,New York Philharmonic,2574,a9b31227-e23a-4946-bdb9-08e079aeb3d5
1852-53,New York Philharmonic,3266,062c5158-7614-4e69-93b7-7068f36dcc01
1852-53,New York Philharmonic,4607,8a7c6b4f-70e5-4eb8-a263-30977944879f
1852-53,New York Philharmonic,1583,448b67aa-7f67-454a-8562-b26fd6a68b6c
1853-54,New York Philharmonic,513,b7e89b3a-b7bf-4848-8911-1ee57808eb2e
1853-54,New York Philharmonic,1191,362c1cc8-ddb6-4302-9f02-e217603b0a11
1853-54,New York Philharmonic,2561,3c9fb7f8-6b5a-4f97-8d82-fe18d36199bb
1853-54,New York Philharmonic,6902,bdec9303-3367-41e2-abd3-9eb9f9a4e145
1854-55,New York Philharmonic,5792,9b5939a4-eda0-4656-b627-2ec4452402d1
1854-55,New York Philharmonic,2149,762144db-12d2-423b-96df-56495268d23f
1854-55,New York Philharmonic,3474,611a40fd-6ce6-41c0-b7d3-f49a6ae9fdb8
1854-55,New York Philharmonic,421,ef085f72-0960-4679-bc4b-6ce9bf603d91
1854-55,New York Philharmonic,6613,e36aabf6-55d3-4adb-81d6-72166b198550
1855-56,New York Philharmonic,2339,f26146e1-f082-4fbc-bf9a-7afb893143ac
1855-56,New York Philharmonic,3023,7b2b4f27-4505-461a-a7f7-578dfed97326
1855-56,New York Philharmonic,4355,ac170513-4ec5-496d-bac7-13a8dc8d15cd
1855-56,New York Philharmonic,1292,20a62563-d930-4acb-9cb8-750fe82c15ce
1856-57,New York Philharmonic,3225,8272717c-edad-4fe4-8b49-c71359d923f7
1856-57,New York Philharmonic,3918,bee7a332-1347-4ce5-8986-0dfb7def7cc7
1856-57,New York Philharmonic,5264,155929d1-665e-49a4-be19-b3f2b567e792
1856-57,New York Philharmonic,2244,5f86806e-b341-435e-8a7e-2154476cce73
1857-58,New York Philharmonic,4134,b1f54fbb-ed78-4e43-a9b9-ffe5e298069c
1857-58,New York Philharmonic,4814,1ca8928b-00f5-4053-bc77-a5c0ceabf7c3
1857-58,New York Philharmonic,6185,8ec580ef-391b-4ee7-b11f-e0f96d25ed4d
1857-58,New York Philharmonic,3150,3639f589-ae95-4465-b72b-fe1e9319d714
1858-59,New York Philharmonic,2117,9801741e-ed73-4eb9-8727-f386788e35d2
1858-59,New York Philharmonic,2785,a13b6306-faa4-4ade-bf05-1baca448156a
1858-59,New York Philharmonic,7145,de7bcc01-4182-41be-85dd-053475e08ce4
1858-59,New York Philharmonic,4122,62f5b925-87a8-4ecf-8bd4-cf862077a6a5
1858-59,New York Philharmonic,1083,63a431ab-1cca-45db-80c4-8c29a49ba4c3
1859-60,New York Philharmonic,3007,ff5e347a-a254-4e5b-a04f-441875458ab3
1859-60,New York Philharmonic,3679,ec847d29-db5d-4bd3-92cb-d560d7370405
1859-60,New York Philharmonic,663,faeee769-d615-4ee3-af97-004bef8e6db0
1859-60,New York Philharmonic,5011,322f2e07-97d8-43d9-b705-fd588b80d602
1859-60,New York Philharmonic,2014,5bd6f3bf-ce4e-4a73-9992-19fa5796cc2d
1860-61,New York Philharmonic,3879,2f8e4986-ef77-460d-89c7-18e7b35ab7f2
1860-61,New York Philharmonic,858,6fd29d7c-6cb2-41b3-bc82-852c04741f38
1860-61,New York Philharmonic,1541,6249f95a-5bee-4b30-9540-acde73ea7be1
1860-61,New York Philharmonic,5937,3026b3d7-8f0e-45d5-86d4-83ae74dece21
1860-61,New York Philharmonic,2887,8950dbb3-d5e1-41a5-b73a-fc3fa6917003
1860-61,New York Philharmonic,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
1861-62,New York Philharmonic,4794,e69f02fd-6224-4577-9f36-8ccc40250472
1861-62,New York Philharmonic,1738,fb5aa145-34ff-4b6f-aa12-0388ebbb8a45
1861-62,New York Philharmonic,2457,5b8f94a1-d763-4e43-97df-2dc253ddd652
1861-62,New York Philharmonic,6795,7b23a0d5-d7f5-49f9-afac-e3440d96c507
1861-62,New York Philharmonic,3788,b8eeb164-20fc-4985-9fd3-50e4cc9efc09
1862-63,New York Philharmonic,2737,0d97fa31-e999-4600-b11f-4583f81ce927
1862-63,New York Philharmonic,7100,b0538ce7-da8a-45d7-85a0-087db44324eb
1862-63,New York Philharmonic,3446,91209be0-6445-4770-9b37-426ffcf204dc
1862-63,New York Philharmonic,4783,6ec671b0-5959-4f10-8bef-de76ca2c84a3
1862-63,New York Philharmonic,1726,a8b5d9d3-8f69-4b01-9174-2be8f7b415f8
1863-64,New York Philharmonic,3648,14467843-41c9-4d30-bd6c-1da1350e0774
1863-64,New York Philharmonic,618,8f5ab818-8d68-4fac-a163-83e6e669c461
1863-64,New York Philharmonic,4331,50c805da-9079-467f-b525-89a6ec3bd47e
1863-64,New York Philharmonic,5659,4664a8fe-dbf8-43e7-b7f7-ca9cc65393b7
1863-64,New York Philharmonic,4442,40275a2f-556c-4ab6-b889-1b61b05276db
1863-64,New York Philharmonic,2625,c06bbb41-4673-4da8-af35-0ec5bd5febf4
1864-65,New York Philharmonic,4537,4d127a22-18fb-45e3-9726-8d0450098844
1864-65,New York Philharmonic,1487,d02b4b8e-da31-47d7-93c1-4310442ea032
1864-65,New York Philharmonic,5230,0b22f0cc-2cf9-4d92-976e-69813702305a
1864-65,New York Philharmonic,6560,fed3581c-e76d-4cb0-90da-09da19c6d2d7
1864-65,New York Philharmonic,3526,d14d8ba8-2d3f-49b1-ba61-4507a078a0a8
1865-66,New York Philharmonic,5442,e4ec9f83-711c-4a5c-8aaa-0428131e00f8
1865-66,New York Philharmonic,2423,66687509-824f-4d81-8020-18af844485a9
1865-66,New York Philharmonic,6144,dbcb4a63-a848-4a32-a91d-764a68b48df3
1865-66,New York Philharmonic,76,b2bd190e-9b6b-4d75-b384-a0b73c3a24e5
1865-66,New York Philharmonic,4433,17764dfa-09bb-4606-909b-4b327c62f835
1866-67,New York Philharmonic,3403,9fd3ffe9-5a62-4c60-850e-726abb3ce458
1866-67,New York Philharmonic,349,1538c295-306b-4657-b003-d22ecda2e755
1866-67,New York Philharmonic,4096,9523b5a2-274c-4d1f-b0d0-181a66b7889b
1866-67,New York Philharmonic,5423,844826c5-313d-41e9-b80a-1d84912ef3f6
1866-67,New York Philharmonic,2397,659c75f9-b7f7-4676-b7cd-da16b10cd0e5
1866-67,New York Philharmonic,6733,2e835b86-fe86-4632-88f6-276ae03dc888
1867-68,New York Philharmonic,4299,b39c1414-caae-4573-b6ed-2817dea577b3
1867-68,New York Philharmonic,1229,331c0542-bbe2-4f29-a2b4-70001f0789a3
1867-68,New York Philharmonic,1965,d35d085f-31f8-440e-aa75-d2ad615391b9
1867-68,New York Philharmonic,6303,7e576896-295d-487b-8114-b0a32cd67745
1867-68,New York Philharmonic,3291,ab085edb-a277-4733-beb0-ccf875e09591
1868-69,New York Philharmonic,5193,55305dc7-2cb9-42a3-ae79-5f70fa33cd0e
1868-69,New York Philharmonic,5879,bef17f6c-5128-444e-94f5-b19e74b90121
1868-69,New York Philharmonic,2845,d53f1f57-7e72-49da-8872-e2737de0b9f2
1868-69,New York Philharmonic,7193,8203ba7f-29cd-4d11-a6dc-057e8529770e
1868-69,New York Philharmonic,4196,a6fd4391-5762-4487-a9d2-408221b144e2
1868-69,New York Philharmonic,1138,a21cb936-5c34-47a2-820a-8f1761bab47a
1869-70,New York Philharmonic,6098,f6ebc4fb-1450-4f44-a6d9-91a4cac803b6
1869-70,New York Philharmonic,6753,7c5ab5a5-5987-439c-83ce-b3ba8e11c546
1869-70,New York Philharmonic,3737,ab7d2b59-139d-45f5-889d-d39c15a85846
1869-70,New York Philharmonic,710,cc889f1b-4283-414b-b1b3-79f354a9c9ab
1869-70,New York Philharmonic,710,d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1
1869-70,New York Philharmonic,5080,0279aea7-5bd0-4d59-b5a5-e9d297e3a376
1869-70,New York Philharmonic,2096,e747bebb-1997-416e-9293-9b00a8dcc5e1
1870-71,New York Philharmonic,6945,97dc45b3-6fa7-4ff9-9fde-37ea2744b055
1870-71,New York Philharmonic,5760,90234d27-c0dc-4dd4-b8e7-f6d236fc400c
1870-71,New York Philharmonic,273,231cf3c5-b59f-478a-a34e-13b4b8d9af6f
1870-71,New York Philharmonic,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
1870-71,New York Philharmonic,1613,438cefb9-e6c4-449e-bb6d-24c73917b6c4
1870-71,New York Philharmonic,6034,5d9eac63-939d-45fe-b3c2-fb3e5fec16cf
1870-71,New York Philharmonic,2993,34df719c-031e-4cba-8fc8-59ae38352e85
1871-72,New York Philharmonic,1901,e1a393f4-f6b1-4cb2-a52b-c4c29c5579be
1871-72,New York Philharmonic,5615,d39f4908-fcff-4744-8a40-c1206f1a6797
1871-72,New York Philharmonic,2591,5cdde466-7e86-4c1c-9073-3ec7b70e32ec
1871-72,New York Philharmonic,6927,332db88c-9487-4440-a572-6463228075c3
1871-72,New York Philharmonic,3925,b59e3f09-2045-4537-b73b-38639d97c7d1
1871-72,New York Philharmonic,894,f199fb43-4a2c-4d7a-bef6-c93732ecad37
1872-73,New York Philharmonic,5828,7788da2d-a6aa-4b87-929e-61c82125d422
1872-73,New York Philharmonic,2804,40ea16ca-48fd-4e1b-9f69-c23a60c1dc72
1872-73,New York Philharmonic,6521,ca47b805-f285-4a7d-9c65-40453551f437
1872-73,New York Philharmonic,3498,4b7aae57-e0c9-4dac-9e3c-945175eeebfb
1872-73,New York Philharmonic,437,153f3404-bcd6-455e-b530-89ee5bbd2f4b
1872-73,New York Philharmonic,4822,cebf07e4-c698-4ae5-8d02-4ce37dcef7f4
1873-74,New York Philharmonic,6713,6de25be5-58a0-461b-8215-c14ecf6e7e82
1873-74,New York Philharmonic,3697,76ce6efb-e04d-49a2-b89a-9f6f447fdaad
1873-74,New York Philharmonic,16,905b6e05-672b-4d7d-be02-d2161f0e61f3
1873-74,New York Philharmonic,4378,26a2ff8f-209c-4fd1-9455-707f43945ba7
1873-74,New York Philharmonic,1328,4ac0636f-e0e1-4db4-859e-835331d62789
1873-74,New York Philharmonic,5735,cce9459a-a116-46c9-b3d7-580e50fd844d
1874-75,New York Philharmonic,238,0564bbbb-2ee1-49b8-a6d9-726f7758fce3
1874-75,New York Philharmonic,4603,5d230d94-9350-43a9-a742-2f6bcc461d31
1874-75,New York Philharmonic,907,cedd8a4b-1175-40e2-bdbf-7541199b7dfd
1874-75,New York Philharmonic,5295,d168612e-7cad-445a-ad49-1f2198ce5ef1
1874-75,New York Philharmonic,2273,29ccffb1-5cd9-4631-abd7-0ded16b4d309
1874-75,New York Philharmonic,6639,f9f734bf-4ff3-4bbc-a795-e8d3ede9794f
1875-76,New York Philharmonic,5578,d2e5cd5f-e850-47d6-84fe-16b9783ba241
1875-76,New York Philharmonic,2558,d94f0718-2b1b-4b2f-882e-651ac3993b6b
1875-76,New York Philharmonic,6264,3b760a4b-c470-465d-99c0-007e99d0186e
1875-76,New York Philharmonic,3240,f480ace8-5f11-4da1-8b9f-27d960906f32
1875-76,New York Philharmonic,212,c3e54c92-0307-48ec-9b55-ccf6277c268b
1875-76,New York Philharmonic,4583,8d484025-005b-48c8-b296-f56ea4b370b9
1876-77,New York Philharmonic,6488,493c2ac0-7a84-4c0f-a63a-4bccb42a5650
1876-77,New York Philharmonic,11481,61924ac9-7ce6-4b8e-96fe-5d66f47edf25
1876-77,Musicians from the New York Philharmonic,11474,362f775f-8c64-4ff1-bcb8-29c0901cdba6
1876-77,New York Philharmonic,3469,9546593e-0cc6-4a6d-b064-0d07b0d3e793
1876-77,New York Philharmonic,7159,6639344b-d53c-4b8f-ba6c-6d6dc458f1a2
1876-77,New York Philharmonic,4148,4cf1543d-a743-4d6f-83ee-faf97b218ab0
1876-77,New York Philharmonic,1105,0a011917-67d6-43b3-ace8-85ece6a648c3
1876-77,New York Philharmonic,5492,ede4165c-1b41-47ce-a5e8-e395cd513f36
1877-78,New York Philharmonic,7360,f0cc7687-30a1-4051-8242-461930e74fab
1877-78,New York Philharmonic,4353,4174c3b6-0075-4f5d-914e-f641ea6c1b9f
1877-78,New York Philharmonic,680,ed9e53dd-94b8-49f7-8f30-a02cb633ef2f
1877-78,New York Philharmonic,5040,ca0250e8-167c-4088-a82b-e78e88841fec
1877-78,New York Philharmonic,2052,311624e7-92d0-4d0c-9b07-c388635697ec
1877-78,New York Philharmonic,6383,6a415b35-541f-4132-8622-eceb29ed1401
1878-79,New York Symphony,8764,1254a8ad-0176-4e7e-8418-aedbd8492961
1878-79,New York Philharmonic,886,357ad074-457c-4d95-bcf1-dff8ec2f6f24
1878-79,New York Symphony,2580,1d74ef80-a87a-488d-9779-d06dd27c13b2
1878-79,New York Philharmonic,5260,e69879a8-9733-44dd-9e6e-e6aa54b8b289
1878-79,New York Symphony,11600,3d66954e-48c3-4f23-80a6-41c6066adfb7
1878-79,New York Symphony,2703,b63b3d00-5b9c-4761-8c5a-1b72a5fc9d42
1878-79,New York Philharmonic,1577,3f8d8245-872e-423c-b603-db0a9c2a7b33
1878-79,New York Symphony,2829,5c82bed7-2080-4643-81a7-7cf6c25bc025
1878-79,New York Philharmonic,5980,35c47b79-5ad2-4f95-b437-a2006e1908ef
1878-79,Musicians from the New York Philharmonic,10128,e4546aa7-b079-4e65-af6f-a60e96b5c183
1878-79,Musicians from the New York Philharmonic,10109,07672a87-090f-46d2-a25a-523acdea9610
1878-79,New York Symphony,2877,2049913a-38e9-495c-a78b-89cfe190ce5b
1878-79,New York Philharmonic,2945,50b90e36-f97f-4ada-966c-4e1507bfef7c
1878-79,New York Symphony,3653,40e6b2cd-e3fb-4391-8475-9819521941f7
1878-79,Musicians from the New York Philharmonic,10110,cc699350-777d-4154-95a6-ff37d63c87af
1878-79,New York Philharmonic,7294,ff2a7c8e-afae-4e64-98aa-2b662a44e1e1
1878-79,New York Symphony,9864,9e63c54d-6b63-4d96-b31d-cce47ff2fb74
1879-80,Musicians from the New York Philharmonic,10111,248d97a5-da11-4c14-91d1-1c6f9f0c66e9
1879-80,New York Symphony,3750,abadf175-c49f-4344-9295-70235eb4941d
1879-80,New York Philharmonic,6236,3999c0b2-12fe-4235-8195-f08f6509c0c2
1879-80,Musicians from the New York Philharmonic,10112,f44a6288-b4ee-4239-bb9a-261f02856c8c
1879-80,New York Symphony,3876,866ddb79-4d11-44c3-93b6-aa420db08a84
1879-80,New York Philharmonic,3207,6c716c98-3e2c-4063-a863-d90aaa5d3689
1879-80,New York Symphony,11601,4a6422a3-feaf-428a-93ee-6633b50cf863
1879-80,Musicians from the New York Philharmonic,10113,c6e09d54-53c6-4bf5-81dc-49ac78956627
1879-80,New York Symphony,4793,8c699c22-eb9b-4a65-8ae8-a2f7f42218a8
1879-80,New York Philharmonic,6899,fa97762a-f0d7-47fd-a2b5-61fdb0d20061
1879-80,New York Symphony,4813,a055bda7-33c1-4272-9f8a-de67c7672bc8
1879-80,New York Philharmonic,3895,ab56772c-1822-4121-8c43-d96abeb09ac3
1879-80,New York Symphony,4916,970a0f63-a8d1-4fe5-a703-89cb67afbff6
1879-80,New York Philharmonic,871,e0875269-1d92-465f-94b9-1aa4b355ef38
1879-80,New York Symphony,5810,d3029ef0-e73d-4f07-8057-56ae29e89195
1879-80,New York Philharmonic,5245,d3628cd6-7454-4de0-9936-294c3c7cf698
1880-81,New York Symphony,5850,e63c280e-e61b-4aef-ba09-b62a8eea84ba
1880-81,New York Philharmonic,7140,8c1677db-9c86-40f0-b107-7839debf7973
1880-81,New York Symphony,6007,2fe2ecf5-b835-41c2-90fc-1c01a6900e9c
1880-81,New York Philharmonic,4118,86ac5a29-8ac3-4634-8cb3-597e064177e4
1880-81,New York Symphony,11602,6668217e-d137-4909-9c98-151b4d8eba58
1880-81,New York Symphony,6019,d767aea5-1853-44f2-bb6b-3364f328baa5
1880-81,New York Philharmonic,415,2fc39504-c22d-4da3-8694-f12fab930d57
1880-81,New York Symphony,6721,317fcc07-68d2-4e93-9837-1b0e9fa082d1
1880-81,New York Philharmonic,4805,7be601e4-eef5-4557-bf6e-14b96dae8da9
1880-81,New York Symphony,6866,165cb751-a150-4e51-b03d-e963088fb7d9
1880-81,New York Philharmonic,1751,fa99af41-b47e-444e-af35-788a43ca0c1d
1880-81,New York Symphony,6939,2cac83e8-af90-45fb-861a-37d79815026f
1880-81,New York Philharmonic,6165,e06f8121-fc86-4a06-906d-a3c63756a07b
1881-82,New York Symphony,6976,52475378-d0d6-4fa6-a4f4-9917d889303e
1881-82,New York Philharmonic,656,218dc2ca-e502-4561-887c-eaa640c776ac
1881-82,New York Symphony,8016,2a94d469-f4e9-4451-ad53-6462b75aadc3
1881-82,New York Philharmonic,5007,a3d851db-ffad-4d91-874f-e039663ac2b2
1881-82,New York Symphony,11603,4d4b1d39-6d5c-4a27-b82c-290b58bf8245
1881-82,New York Symphony,8017,19e648a2-dfc5-4d9b-b637-169383973f89
1881-82,New York Philharmonic,1289,a8933c4d-4c9b-41ae-96ea-9e2c97b98d29
1881-82,New York Symphony,8018,28ebc019-5330-4414-be16-16a2de56b997
1881-82,New York Philharmonic,5703,70fe06fd-c351-4843-adc6-ed2b1dfc636c
1881-82,New York Symphony,8019,ebc5268d-47bd-42e6-b3c0-987732fe790b
1881-82,New York Philharmonic,2672,7f054703-bd95-4912-8652-59940cdeff43
1881-82,New York Symphony,8020,9e08db7b-9799-4500-ae21-7bb82f5365b2
1881-82,New York Philharmonic,7006,bf410df9-3fb3-42c8-a74a-0e5aac61d0bf
1882-83,New York Symphony,8021,8746a9bf-b714-414c-99bc-c37716bc54cf
1882-83,New York Philharmonic,1534,ce40f224-c166-4b2b-9003-2d8dc27b12a1
1882-83,New York Philharmonic,5932,689fb578-d3e0-4449-9ef3-31e051c3c284
1882-83,New York Symphony,8022,aeeb0f52-0aa6-4c02-beb5-e27a531a4a89
1882-83,New York Symphony,11604,3538437f-a736-4518-864d-a9be2636c369
1882-83,New York Philharmonic,2238,d669bd40-b04e-491d-ac8c-c2025bd86b06
1882-83,New York Symphony,8023,26fc5644-4448-4573-81d2-b16cb21baa66
1882-83,New York Philharmonic,6599,6e58c29b-5fc4-47ef-bba7-0fbc1886f1b0
1882-83,New York Symphony,8025,4ca0caec-2335-4cd6-9534-9dcb40206636
1882-83,New York Philharmonic,3574,8924e226-fcfd-42f4-8c52-326fc54a5366
1882-83,New York Symphony,8026,96161753-318a-4016-9771-ff61f24434a1
1882-83,New York Philharmonic,528,cd1a213e-60f1-44d2-a137-eb8cecab2151
1882-83,New York Symphony,8027,c6aba6fd-1c83-443c-bbd2-06fabbb09bad
1883-84,New York Philharmonic,6875,6eb6e33c-445d-4c18-9f54-2fc4fcee858e
1883-84,New York Symphony,8028,272f11b7-234f-4ae8-b208-48253c971ab5
1883-84,New York Symphony,8029,722f267c-0ca8-4fd5-ab53-13176d2a1ade
1883-84,New York Philharmonic,3868,f4f5fa46-711b-48dc-a471-ec553b7058ed
1883-84,New York Symphony,11605,28bb7d3e-0a06-4983-a7dc-721429fd122a
1883-84,New York Symphony,8030,46565732-73e8-4333-aa8c-267505941c8c
1883-84,New York Philharmonic,187,03ff0f11-43e3-4afd-a43c-ec6e2d840f6e
1883-84,New York Symphony,8031,ef63635f-4cc4-4421-ae6f-1eddfd95c521
1883-84,New York Philharmonic,4553,2c3faebf-072c-4794-9cbf-091c56e72083
1883-84,New York Symphony,8032,ffe68d08-bbf4-4327-90a7-dfa4ce146cab
1883-84,New York Philharmonic,1508,0222ca36-5f3a-49d7-87fc-5aec86287754
1883-84,New York Symphony,8033,96c29bfe-f0ba-4a8f-a766-efdce4a1ccc0
1883-84,New York Philharmonic,5910,867aedb6-403d-45f8-ae43-e96f725223fa
1884-85,New York Philharmonic,378,c22b9352-f957-4c62-b3ea-198c5bd6b9a9
1884-85,New York Symphony,8034,2870a547-9076-4539-827b-b6aa459095e0
1884-85,New York Philharmonic,4775,24b14953-fd30-444d-9a26-9dcef45267fc
1884-85,New York Symphony,8037,60f7e8c6-f8d3-48bc-8dd0-1157ac896036
1884-85,New York Symphony,11606,059fa6af-b63e-49e5-be20-176d99c6a60d
1884-85,New York Philharmonic,1078,a1431777-c4d5-4d48-b6cc-3921267686da
1884-85,New York Symphony,8038,854ac431-6594-4689-9e9a-6ad14d773bfb
1884-85,New York Philharmonic,5462,7181f5bd-4e44-4ac9-91c5-c05a8ea2224a
1884-85,New York Philharmonic,2436,d4552902-ae79-4ded-84c5-1abb28b6fa6b
1884-85,New York Symphony,8039,f7690009-a83a-4ec5-9b5a-b1b10c652704
1884-85,New York Philharmonic,6771,30cf0c32-e3e3-4b78-8629-6433b03dca15
1884-85,New York Symphony,8044,19c56e0d-3815-4107-9a46-0dd82d541717
1884-85,New York Symphony,8045,55261952-26e9-406d-b6e7-5594c21f3332
1885-86,New York Symphony,8046,9c31f305-fd50-4cd7-9906-95a13e1fea98
1885-86,New York Philharmonic,1268,fc1e02ec-dab7-4de5-bb31-d1ecd17f1d10
1885-86,New York Symphony,8047,443d304c-04bb-46ff-b787-f5827c6fa444
1885-86,New York Philharmonic,5654,eee4145d-954f-43ac-96ce-b39ab281b664
1885-86,New York Symphony,11607,fa242c43-a359-4a79-afba-7baa851bb958
1885-86,New York Philharmonic,2010,0b25c623-1682-482a-8186-7d390b168dd5
1885-86,New York Symphony,8048,9c461afa-f6fa-410a-a0ca-cf4de918b6d6
1885-86,New York Symphony,8049,9c5125e7-08a9-419c-a51d-692c3031932a
1885-86,New York Philharmonic,6339,95ac4e53-13b4-44a0-97e1-ef304d47117a
1885-86,New York Symphony,8050,89412691-3bc0-45f8-9018-e4f9578a44bb
1885-86,Musicians from the New York Philharmonic,10114,dcdb81b9-676e-45ee-8c01-7ac49975966d
1885-86,New York Philharmonic,3342,387f40d3-1544-430a-b0fb-50a12e45510d
1885-86,New York Symphony,8051,2ffcf182-c9ab-4cb9-9c34-4da77be43d23
1885-86,New York Philharmonic,284,21784d5c-ad0e-4078-b850-aebae0d329ae
1886-87,New York Symphony,8052,9e5cb3ac-686b-4429-a342-54b12803e916
1886-87,New York Philharmonic,2201,6cfd9717-32c4-45cf-95da-1bdff7d14912
1886-87,New York Philharmonic,6550,d7801b03-8e37-4dd0-bf58-5f8580bf2ff1
1886-87,New York Symphony,8053,8d49b1f9-e9ae-4d36-b296-0a8fd9ca8ad8
1886-87,New York Symphony,11608,7163ffa2-2b23-456a-8d5c-7c7b173871b5
1886-87,New York Symphony,8054,8e510261-7b44-4915-bd83-e78df3802a29
1886-87,New York Philharmonic,2884,a15b41b8-9cf6-4764-b2b3-0cb67723cec4
1886-87,New York Symphony,8055,1323fc81-3c5c-45fc-9cc1-2e45d23e10ee
1886-87,New York Philharmonic,7239,8ee0f78d-3694-46de-a7f3-2666752a3322
1886-87,New York Symphony,8056,51a6129d-586b-40c2-9dc7-5b57bf83855f
1886-87,New York Philharmonic,4230,dd82a4ba-c534-44af-bf52-831b3af98324
1886-87,New York Philharmonic,1164,3937e72f-370e-4523-9d4a-41bbe6be80d3
1886-87,New York Symphony,8057,c48c289d-c85a-4d9e-9a68-ee81c976a938
1887-88,New York Symphony,8058,c80ef52b-751f-4b23-bec4-04c28554e475
1887-88,New York Philharmonic,3092,191e0776-7d39-4f54-bddd-b478d550fe15
1887-88,New York Symphony,8059,8a8dc07b-d16f-4756-8764-1f08a2f31ec1
1887-88,New York Philharmonic,70,805a3709-8f38-4b1d-af17-214779573345
1887-88,New York Symphony,8060,b0595af7-1857-4267-8fce-28baae56ca65
1887-88,New York Symphony,11609,698f2ccd-2852-47a3-b1dc-2dfca58674e6
1887-88,New York Symphony,8062,f7b7e600-3943-41b8-8cc0-e6df9ba2f388
1887-88,New York Philharmonic,3780,4ff2dfaf-448d-4212-9c3a-9cbad6f13c42
1887-88,New York Symphony,8063,cc234e30-b6d7-4ec6-9701-f173f1396629
1887-88,New York Philharmonic,757,5264706c-ff82-4875-bab4-5b31bfc3953b
1887-88,New York Symphony,8064,35c01369-35ec-4bea-bd03-6d381caced92
